Nazwisko aktualne,Liczba
ZALESKI,2127
ANTONIUK,2125
MACIASZEK,2121
CZUBAK,2120
DĘBICKI,2120
CHOWANIEC,2118
SOSIŃSKI,2118
OSTASZEWSKI,2116
OSIECKI,2114
JELEŃ,2112
JEŻ,2112
KUSZ,2108
SAKOWSKI,2106
MALCZEWSKI,2103
MOTYL,2102
DAWID,2098
SZLACHTA,2098
OGRODNIK,2097
STADNIK,2094
WOJTKOWSKI,2093
KULIGOWSKI,2089
MILER,2089
MATUSZCZAK,2088
MAJER,2086
POPIOŁEK,2086
SZAFRANIEC,2086
BLOCH,2084
KUDŁA,2083
IWANIUK,2080
MĄKA,2072
MATYJA,2070
SARNA,2069
WIATR,2069
CZERWONKA,2068
JARECKI,2066
PUZIO,2066
MELNYCHUK,2064
MOSKWA,2064
BAŁDYGA,2061
CIEŚLIŃSKI,2059
CZARNY,2058
SYNOWIEC,2058
DUDKIEWICZ,2056
RUSINEK,2055
POPOV,2054
BADURA,2052
ZATORSKI,2051
JAKUBCZAK,2050
KARBOWSKI,2050
ŁUCZYŃSKI,2049
ROZMUS,2049
ZAŁĘSKI,2049
SAGAN,2048
GANCARZ,2045
KUNICKI,2043
BOGACKI,2041
PLUCIŃSKI,2041
DEPTUŁA,2039
KONDRACKI,2037
STRZELEC,2035
KUPCZYK,2033
FORMELA,2031
POPEK,2031
SIWAK,2029
WOJNOWSKI,2029
CYRAN,2026
MIELNIK,2025
BOCHEŃSKI,2024
STACH,2024
KOSIOR,2022
SUCHODOLSKI,2021
GRZEGORZEWSKI,2020
MATEJA,2018
KARASIŃSKI,2016
BĘBEN,2015
SZMIDT,2015
CHRUŚCIEL,2014
POZNAŃSKI,2012
PRZYGODA,2011
BORECKI,2010
TRAWIŃSKI,2010
MIROWSKI,2009
WIDERA,2008
MROZIŃSKI,2007
BOROWICZ,2005
BRYK,2005
KROK,2004
SĘKOWSKI,2003
FRYDRYCH,1999
MIKOŁAJEWSKI,1998
MYSZKA,1998
PACIOREK,1997
TOBIASZ,1995
BOGDANOWICZ,1992
JELONEK,1992
CZAPSKI,1991
MADEJSKI,1991
JÓZEFOWICZ,1990
NIEDŹWIEDŹ,1990
KOSIOREK,1989
KWAŚNIAK,1989
WĄSOWICZ,1989
KLIŚ,1988
WOLAŃSKI,1985
ŁĄCKI,1983
ŻELAZNY,1983
OGONOWSKI,1981
GAJOS,1980
KRAWCZYŃSKI,1979
SAJDAK,1979
SIUDA,1979
GROMEK,1978
CZAPLICKI,1977
KĘPIŃSKI,1976
DYLEWSKI,1975
PYKA,1975
WOJNAROWSKI,1973
BARCZYK,1969
KARWACKI,1968
JANIEC,1966
RATAJ,1966
BIEGAŃSKI,1962
PANKOWSKI,1962
PŁACZEK,1960
RUSZKOWSKI,1960
HOFMAN,1959
KOTARSKI,1957
PIRÓG,1957
BARTOSIAK,1956
ZAJKOWSKI,1955
KUNA,1954
LACHOWSKI,1953
JEŻEWSKI,1952
BORUCKI,1950
FABISIAK,1949
ŁUKOMSKI,1949
KRASOŃ,1948
PODOLSKI,1948
WIKTOR,1947
BOROWIECKI,1945
STARZYŃSKI,1944
KUŁAKOWSKI,1937
BOGUSZEWSKI,1936
WĄS,1936
KOC,1935
OLEKSIAK,1933
KURKOWSKI,1932
KOSSAKOWSKI,1931
KOCUR,1929
KUTA,1926
SZUMSKI,1926
ĆWIEK,1925
KUBALA,1925
PIENIĄŻEK,1925
KOTOWICZ,1924
MISIEWICZ,1924
SOBKOWIAK,1923
BAŃKOWSKI,1922
MYSZKOWSKI,1922
KORCZYŃSKI,1919
ZDROJEWSKI,1919
ZDANOWICZ,1917
KOZUB,1916
BUDNIK,1915
KASPROWICZ,1915
CABAN,1914
KISIELEWSKI,1914
RACHWAŁ,1912
MROZIK,1909
KOŁEK,1907
ROLA,1906
TWOREK,1905
GÓRZYŃSKI,1903
SZNAJDER,1903
LISEK,1901
WIERZBOWSKI,1900
ŁYSIAK,1899
HAŁAS,1897
PACEK,1897
KUBAS,1895
PACH,1895
PISKORSKI,1894
JASKUŁA,1893
OLESZCZUK,1892
SROCZYŃSKI,1891
NYKIEL,1889
DAWIDOWICZ,1887
KUŹMIŃSKI,1887
GLINKA,1886
MIELEWCZYK,1882
ZADROŻNY,1882
LUBIŃSKI,1881
SKUPIEŃ,1881
WLAZŁO,1881
ZIAJA,1881
LABUDA,1879
KILIAN,1877
JANIKOWSKI,1875
JAROCKI,1875
POKORSKI,1875
OLESIŃSKI,1873
TOMASZEK,1873
KUPIS,1872
JANKIEWICZ,1871
MITURA,1871
TARKOWSKI,1871
BAJOR,1870
BIELICKI,1870
SAWCZUK,1870
WYSOKIŃSKI,1869
GUZEK,1868
KRASIŃSKI,1868
KOCH,1866
GŁOWACZ,1865
RZEŹNIK,1864
BOGUSŁAWSKI,1861
KUŹNIAR,1860
ŁATA,1860
MARCZYK,1860
GUZOWSKI,1859
ŻMIJEWSKI,1858
BOCIAN,1856
POŚPIECH,1856
GŁUCHOWSKI,1855
WALKIEWICZ,1855
ŻOCHOWSKI,1854
RYBCZYŃSKI,1853
PRZYBYŁEK,1852
NOCOŃ,1849
NOWOSIELSKI,1849
KAWCZYŃSKI,1848
SAMBORSKI,1848
PTASZYŃSKI,1847
ZAJDEL,1846
JACH,1845
SKRZYŃSKI,1845
GONDEK,1844
KARPOWICZ,1844
MATUSZEK,1844
PIECHOWIAK,1844
ZWIERZCHOWSKI,1842
KUPCZAK,1840
SKRZYPIEC,1840
STAWSKI,1840
WOJEWODA,1840
NOSEK,1839
MROZOWSKI,1837
MOMOT,1835
CHOIŃSKI,1833
MAĆKOWSKI,1832
KICIŃSKI,1831
OLEK,1831
DZIK,1826
STANKOWSKI,1826
SPYCHALSKI,1824
ŻBIKOWSKI,1822
CAŁKA,1820
KULKA,1820
ŁUKAWSKI,1820
OZIMEK,1820
CISZEK,1819
HEBDA,1817
SŁOWIKOWSKI,1817
MARCZUK,1816
RUDENKO,1816
BORAWSKI,1813
DZIĘCIOŁ,1813
JODŁOWSKI,1812
SZMYT,1812
CISEK,1811
FORTUNA,1811
SOSNA,1809
BOROWY,1806
ANIOŁ,1803
BIEDRZYCKI,1803
ŁUKASIAK,1803
WOJNAR,1803
CYWIŃSKI,1801
HINC,1801
WOŹNICKI,1801
ZABIELSKI,1800
POŁEĆ,1799
KOBIELA,1798
PAWŁOWICZ,1798
PLATA,1797
CHOLEWIŃSKI,1796
DRZAZGA,1796
ROGUSKI,1795
GRABIEC,1793
SZEWC,1792
VOLOSHYN,1792
ABRAMCZYK,1790
SOJA,1788
SOBIERAJSKI,1786
TABAKA,1785
DOMINIK,1784
ŁOBODA,1781
HAVRYLIUK,1780
STAWARZ,1777
SUŁEK,1775
ROZWADOWSKI,1774
ADAMCZUK,1772
SŁOTA,1770
KUKLIŃSKI,1769
MOKRZYCKI,1769
ROMAŃCZUK,1768
LISZEWSKI,1766
WINKLER,1766
KUCZERA,1764
PŁACHTA,1764
BARCZAK,1762
LASKA,1761
GAWŁOWSKI,1760
WOJTYSIAK,1759
PATYK,1758
PRZYBYLAK,1758
MACIEJCZYK,1756
WALICKI,1756
PRZYBYŁO,1755
STARCZEWSKI,1755
KOPKA,1754
MARCHENKO,1754
PIASKOWSKI,1754
DZIĘGIELEWSKI,1753
DURAJ,1752
ABRAMOWICZ,1751
KNOP,1750
LYSENKO,1749
SKUZA,1749
KUŚNIERZ,1748
KALISZEWSKI,1747
ROWIŃSKI,1747
SAS,1747
GIERSZEWSKI,1746
PAWLACZYK,1746
POLKOWSKI,1746
KĘDZIA,1743
PIWOŃSKI,1741
SHVETS,1740
KURIATA,1739
KĘDRA,1738
GAWĘDA,1737
PŁÓCIENNIK,1734
FORNAL,1733
FILIPOWSKI,1732
FLORCZYK,1731
GUTKOWSKI,1730
KOZIKOWSKI,1730
POPIEL,1730
CELIŃSKI,1728
ROGULSKI,1728
GÓRCZYŃSKI,1727
MUZYKA,1727
WICHER,1726
GIBAS,1725
JANECKI,1723
POLOK,1723
JAKUBIK,1722
DYBOWSKI,1721
POKORA,1721
RYNKIEWICZ,1720
SZCZĘCH,1720
DĘBIŃSKI,1717
LEJA,1717
MELLER,1717
ZELEK,1716
PAWEŁEK,1715
CZARNOWSKI,1714
DEPTA,1714
IGNACZAK,1714
DOPIERAŁA,1713
WILKOWSKI,1712
STASIUK,1711
BARSZCZEWSKI,1709
STAWIARSKI,1709
KWAŚNIK,1708
SIEMIŃSKI,1708
MAMEDOV,1707
CABAJ,1706
ŁADA,1706
PIEKARCZYK,1706
MARCINEK,1705
KLIMOWICZ,1704
PIWKO,1701
ZAWADKA,1701
MIODUSZEWSKI,1700
PŁUCIENNIK,1700
ĆWIKŁA,1699
JASIAK,1699
PIECUCH,1698
MIŁEK,1696
WIATROWSKI,1695
ZDANOWSKI,1695
KRYGIER,1694
SAVCHENKO,1694
ŻACZEK,1694
BANASZKIEWICZ,1692
WALASZCZYK,1690
ANDRZEJAK,1689
BIŃKOWSKI,1689
KALICKI,1689
PNIEWSKI,1689
LUPA,1688
OBARA,1688
SAK,1688
BINKOWSKI,1687
ŁUKOWSKI,1686
SWOBODA,1686
PAWLUS,1685
WALASEK,1684
KULCZYCKI,1683
JANOWICZ,1681
POŹNIAK,1681
KOSEK,1680
PANKIEWICZ,1679
ZIENKIEWICZ,1678
ADAMKIEWICZ,1677
WARDA,1677
SZEWCZAK,1675
PASIEKA,1674
SOBIECH,1674
FILA,1673
GONTARZ,1673
JAROSIŃSKI,1672
JUREWICZ,1672
KUR,1672
CHRZĄSZCZ,1669
SAŁATA,1669
FORYŚ,1668
GOŁDA,1668
PUSTELNIK,1668
MIAZGA,1667
NIZIOŁEK,1667
BADOWSKI,1666
ŻABIŃSKI,1666
NARLOCH,1664
JASEK,1663
CHUDZIŃSKI,1662
KOWNACKI,1662
DOMIN,1661
ISKRA,1661
SIEŃKO,1661
KOWALKOWSKI,1660
JANUSZKIEWICZ,1659
FRĄCKIEWICZ,1658
KOŻUCH,1658
CHMIELECKI,1656
SZPAKOWSKI,1656
MAKSYMIUK,1655
MOSZCZYŃSKI,1655
WSZOŁEK,1653
LENARTOWICZ,1652
SASIN,1652
SOBALA,1652
KUFEL,1650
ZIOBRO,1650
DUTKA,1649
GŁUSZEK,1649
KRZEMIEŃ,1648
BIENIAS,1647
KUKUŁA,1647
ŚWITALSKI,1647
BALIŃSKI,1646
PLISZKA,1646
KAZIMIERSKI,1645
SKRZYPCZYK,1645
DEMBIŃSKI,1644
GIERCZAK,1644
MOŚCICKI,1644
KLICH,1643
KOŚMIDER,1643
KWAPISZ,1643
MAŁACHOWSKI,1643
MATYSEK,1643
PIETRUCHA,1642
SKOTNICKI,1641
CHLEBOWSKI,1640
STEFANOWSKI,1640
KLIMCZYK,1639
TERLECKI,1639
DANILUK,1638
JASIK,1637
BONIECKI,1636
MLECZKO,1635
MRUK,1635
SZYDŁO,1635
SAŁEK,1633
PIKUŁA,1632
SOŁTYSIK,1632
OPALIŃSKI,1631
PIECHOWSKI,1631
KOŚCIELNY,1630
WOLANIN,1630
BĄCZKOWSKI,1629
SAMSEL,1629
SOBOL,1627
GŁODEK,1625
BROŻYNA,1624
KACPERSKI,1623
SOLARZ,1622
KORALEWSKI,1621
PEPLIŃSKI,1620
SZMIT,1620
ŚWIĘCICKI,1620
KRZYŻANIAK,1619
KUSHNIR,1619
MANIA,1618
LIGĘZA,1615
CZOP,1614
KASIŃSKI,1614
STASIK,1614
KLESZCZ,1612
ZHUK,1612
KAIM,1611
RUTA,1611
BARTOSZEWICZ,1610
GWIZDAŁA,1610
PARZYCH,1610
BARTOSZ,1608
PIELA,1606
KONKOL,1604
ROSTKOWSKI,1604
CZERNIAWSKI,1601
RYSZKA,1599
MATKOWSKI,1598
OCHMAN,1598
IGNASIAK,1597
KUŁAGA,1597
WANAT,1597
DRAGAN,1596
MICHALEC,1596
BAŃKA,1595
DRAB,1595
KOROL,1595
GAWRYŚ,1594
KANTOR,1594
PAVLIUK,1594
PONIATOWSKI,1593
CICHOWSKI,1592
FICEK,1592
GRABIŃSKI,1592
NIEDBAŁA,1592
PETROV,1592
DUDKA,1591
SADŁOWSKI,1591
PIECHA,1590
IDZIKOWSKI,1589
BĘBENEK,1588
GÓRNIK,1588
JURGA,1588
LEE,1588
ZDUŃCZYK,1588
PAWEŁCZYK,1587
SARNECKI,1587
LECHOWICZ,1585
ŚWINIARSKI,1585
BARNAŚ,1584
KLIMKIEWICZ,1583
BIL,1581
PETRENKO,1581
SIWIŃSKI,1580
RZEPA,1579
KŁAK,1577
OKOŃSKI,1575
KRZYSZTOFIK,1574
SZYMBORSKI,1574
PALKA,1573
CIESZYŃSKI,1572
DOMARADZKI,1572
OLEJARZ,1572
KARWAT,1571
KOPIEC,1570
KOSAKOWSKI,1570
URBANIK,1566
BAJER,1565
CIEŚLAR,1564
BABIŃSKI,1561
BORZĘCKI,1560
KOSECKI,1560
BASIŃSKI,1557
WILCZAK,1556
ORLIK,1555
PRUSAK,1555
SŁABY,1555
BŁASIAK,1554
KIERZKOWSKI,1553
ŁOZIŃSKI,1553
GRAD,1551
MACHAJ,1551
MACIAK,1551
ORLIŃSKI,1549
SZCZĘŚNIAK,1549
TOCZEK,1549
JAGIEŁA,1548
POLAKOWSKI,1548
JAWOROWSKI,1547
KUŹNIK,1545
MAJCHROWSKI,1545
ULATOWSKI,1545
PORADA,1544
SZYMURA,1544
SYPNIEWSKI,1541
ZARZECKI,1541
CZARNIK,1539
JABŁONOWSKI,1539
WĄTROBA,1539
BOMBA,1538
PRZYBOROWSKI,1538
SADKOWSKI,1538
SKOCZEŃ,1537
KACPRZYK,1535
JARZĄB,1534
MUSIELAK,1533
TARGOSZ,1533
CHĘCIŃSKI,1531
PŁOTKA,1530
WINIARCZYK,1530
LEWKOWICZ,1528
ŁUKASZCZYK,1528
PALIWODA,1528
BOCZEK,1527
BRYL,1527
KRYŃSKI,1525
BRZÓSKA,1524
GAWIN,1524
KLEPACKI,1524
KASPRZYCKI,1523
KUSTRA,1523
STEFANOWICZ,1523
SABAT,1522
SÓJKA,1522
JURASZEK,1521
WIKTOROWICZ,1521
KĄDZIOŁKA,1520
TYSZKA,1519
ŻYDEK,1519
DYRDA,1518
ROJEWSKI,1518
WAWER,1518
CHORNYI,1516
GRUSZECKI,1516
JÓZEFIAK,1516
KĄDZIELA,1515
JASZCZUK,1513
CHMIELOWIEC,1511
MRÓWKA,1511
NAPORA,1511
BURAK,1510
CICHECKI,1510
GRALAK,1510
ZĄBEK,1510
JAGŁA,1509
GŁUCH,1507
KORYCKI,1507
MYŚLIŃSKI,1507
SUSZEK,1507
FIRLEJ,1506
KARBOWIAK,1506
KISZKA,1506
MIERNIK,1505
GIEMZA,1503
SUDER,1503
WOJTAŚ,1502
ŚWISTAK,1501
OSIAK,1500
KRZYWDA,1499
GALANT,1498
JARZYNA,1498
SPYRA,1498
SUKIENNIK,1498
MICKIEWICZ,1497
NIKIEL,1496
STEFANIUK,1496
GŁÓD,1494
MOCZULSKI,1494
PIETRASIK,1494
WACHOWICZ,1492
WALA,1492
KOTECKI,1491
KOSTIUK,1490
BYKOWSKI,1489
SOBIECKI,1489
CHRZAN,1488
KALEMBA,1488
BOCZKOWSKI,1485
BRZOSTEK,1485
KONIK,1485
MARCHUK,1485
CISOWSKI,1484
BAŁA,1482
KOPERSKI,1482
GRALA,1481
CZERNIK,1480
LIPOWSKI,1479
PODOLAK,1478
JOPEK,1477
KLYMENKO,1476
ZYŚK,1475
SŁOMSKI,1473
KACZMARZYK,1472
TYSZKIEWICZ,1472
STEFAŃCZYK,1471
SUWAŁA,1471
KOCOT,1470
KUŚMIERZ,1470
WŁODARCZAK,1470
ŻYWICKI,1470
GĘBALA,1469
SKWARA,1469
BALCER,1468
HUMENIUK,1468
KUŚMIERCZYK,1468
PRZYTUŁA,1468
RADZIK,1468
TAŃSKI,1466
CZERNECKI,1465
GOŁDYN,1465
POGODA,1465
WRONKA,1463
MÜLLER,1462
KOCIOŁEK,1460
GOŁAWSKI,1459
KLOCEK,1459
POLOCZEK,1459
CHROSTOWSKI,1458
CIOSEK,1458
MIOTK,1458
MNICH,1458
PIETRASZEK,1457
SZMIGIEL,1456
KWIDZIŃSKI,1455
SIWIK,1455
BATKO,1454
KRUPSKI,1454
PAVLENKO,1452
PIETKIEWICZ,1452
PŁAZA,1452
ROKOSZ,1452
SZERSZEŃ,1452
ANTOSIK,1451
DMOCHOWSKI,1451
GODEK,1451
BAJOREK,1450
BIAŁOWĄS,1450
GRĄDZKI,1450
LANGNER,1450
KOTWICA,1449
GINTER,1448
KUŁAK,1448
HUK,1446
KRZYŻAK,1446
FILIPKOWSKI,1445
PAWLUK,1445
PABIAN,1444
RAPACZ,1444
PAWELCZYK,1443
STAŚKIEWICZ,1443
SZYSZKO,1440
JAŃCZAK,1439
KRET,1439
RODZIEWICZ,1439
WENTA,1439
JAŻDŻEWSKI,1438
SULIMA,1438
TĘCZA,1438
DEJA,1437
BOLEK,1436
BUTKIEWICZ,1435
PIÓRO,1434
WASIK,1434
WOJTALA,1434
KRAVETS,1433
KRZYWICKI,1432
KRYSZTOFIAK,1431
PODSIADŁY,1431
CHYŁA,1428
FEDOROWICZ,1427
ORLIKOWSKI,1427
STAROSTA,1427
BĘDKOWSKI,1426
TALAGA,1426
ŁĘCKI,1425
STARZYK,1425
ŻÓŁTOWSKI,1425
PIETRUSZEWSKI,1424
MISZCZUK,1423
PIEKUT,1423
CIECHANOWSKI,1422
PACHOLSKI,1422
KRYNICKI,1421
KULYK,1421
KUZMENKO,1421
MIŁKOWSKI,1421
STRUZIK,1421
ANDRUSZKIEWICZ,1420
FRANCZYK,1420
JAREK,1420
KURZEJA,1420
DZIUBEK,1419
ŁAGOWSKI,1419
MICHNA,1418
RUSAK,1418
BRZOZA,1417
KASZA,1417
PRZYWARA,1416
PUDŁO,1413
GORZKOWSKI,1412
GUCWA,1412
GRZESZCZAK,1411
PASZKO,1411
BARTOSZEWSKI,1410
MĄCZYŃSKI,1409
OBRĘBSKI,1409
PYTLIK,1409
WEGNER,1409
SCHULZ,1408
TYCZYŃSKI,1408
BRZEZICKI,1407
MŁYŃSKI,1407
KORCZ,1405
RUSIECKI,1405
BOROWIK,1403
KAPAŁA,1403
ŁASKI,1403
BARYŁA,1401
KARBOWNIK,1401
JEDLIŃSKI,1400
KOTAS,1400
PAŁASZ,1400
SZCZEPKOWSKI,1400
DEREŃ,1399
KMITA,1399
KOCIK,1399
FISZER,1398
ŚWIDEREK,1398
TARNAWSKI,1398
ŻABA,1397
KACZKOWSKI,1396
WASZCZUK,1396
WOŁOWIEC,1396
KUCZKOWSKI,1395
KUKIEŁKA,1395
KULAK,1394
ZAWIERUCHA,1394
GOŹDZIK,1392
GÓŹDŹ,1392
GÓRNICKI,1391
KURPIEWSKI,1391
WASILUK,1389
ŁOJEK,1388
RICHTER,1388
STEPANIUK,1387
STOLAREK,1385
SZABLEWSKI,1385
ŻĄDŁO,1385
KOSICKI,1384
SADŁO,1383
CHODOROWSKI,1382
KUBIŃSKI,1382
PTASZEK,1382
RAWSKI,1382
WIERZBA,1381
TKACH,1380
BARTOS,1379
ROGACKI,1379
SMAGA,1379
GABOR,1378
GRONOWSKI,1378
GRUBA,1378
KOCOŃ,1378
NIEWĘGŁOWSKI,1377
LIPA,1376
STANIK,1376
RAFALSKI,1375
REGULSKI,1375
STRZYŻEWSKI,1375
GĘBSKI,1373
NOWIK,1373
PAŁYS,1373
SOBECKI,1373
MALCZYK,1372
CHMIELOWSKI,1370
CIEPLIŃSKI,1369
KROPIDŁOWSKI,1369
BARTKIEWICZ,1367
JANCZEWSKI,1366
OLKOWSKI,1366
SAWA,1366
GOLIK,1364
JARZYŃSKI,1364
WĄCHAŁA,1364
LESIŃSKI,1363
NOWOSAD,1363
KARP,1362
SKRZYNIARZ,1362
ZWIERZYŃSKI,1362
BLICHARZ,1361
CEGIELSKI,1361
JĘDRZEJAK,1361
PAKULSKI,1361
GNIADEK,1360
NĘDZA,1360
RZESZUTEK,1360
KIEDROWSKI,1359
SZAŁKOWSKI,1359
SKOCZEK,1357
KONIOR,1356
MIELNICZUK,1356
KRASNODĘBSKI,1354
ZIÓŁEK,1354
DRĄŻEK,1353
MALIŃSKI,1353
PTASIŃSKI,1353
FĄFARA,1351
KĘSKA,1351
MACHURA,1351
WALKOWSKI,1351
IDZIAK,1350
LIBERA,1350
FRYC,1349
SARZYŃSKI,1347
STARZEC,1345
SZCZECIŃSKI,1345
DMOWSKI,1344
ŚMIAŁEK,1344
BRYŚ,1343
MIGDAŁ,1343
PERZ,1343
JAKUBEK,1342
KRAWCZAK,1342
KURDZIEL,1342
MAKOWIECKI,1342
SAKOWICZ,1342
ZAMOJSKI,1342
CZECHOWICZ,1340
KASZUBOWSKI,1340
LISIAK,1340
JELIŃSKI,1339
KIJEWSKI,1339
SULEJ,1339
ROMANOWICZ,1338
KRYCZKA,1337
WIEWIÓRA,1337
WIĘCŁAW,1337
MOŻDŻEŃ,1336
KOTŁOWSKI,1335
SZREDER,1335
KOŁTUN,1334
MARSZAŁ,1334
MRÓWCZYŃSKI,1334
RĘBISZ,1334
WOLF,1334
AUGUSTYNOWICZ,1332
MATUSZCZYK,1332
JAMROZIK,1331
LEVCHENKO,1331
BORUTA,1330
BRZÓZKA,1330
NIEWIŃSKI,1330
STYŚ,1329
VASYLENKO,1329
WANG,1329
ŻYGADŁO,1329
WOJCIESZAK,1328
CZEKAŁA,1327
BAR,1326
BUJNOWSKI,1326
GAPIŃSKI,1325
KOBIAŁKA,1325
KOCHAN,1325
JURA,1324
WAŻNY,1324
OPAŁKA,1322
BACZEWSKI,1321
ŚMIETANA,1321
BOICHUK,1320
KONIECZKA,1320
KOVALOV,1320
DZWONKOWSKI,1319
GRZEGOREK,1318
LANGER,1318
MARCZYŃSKI,1318
CZEKALSKI,1317
OKRÓJ,1317
SKARŻYŃSKI,1317
PROKOPOWICZ,1316
KMIECIAK,1315
CZARKOWSKI,1314
MADEJA,1314
ŚWIĘTEK,1314
BŁAŻEJCZYK,1313
DĘBEK,1313
STRZAŁKA,1313
WALCZUK,1313
MICHNIEWICZ,1312
STROJNY,1312
WOJTAL,1312
PONOMARENKO,1311
DZIADOSZ,1310
ŻUROWSKI,1310
BIGOS,1308
PALACZ,1308
ŁUPIŃSKI,1307
KARASIEWICZ,1306
ZANIEWSKI,1306
KAPŁON,1305
KRAUS,1305
LUBAŃSKI,1305
MIŁOSZ,1305
PACYNA,1305
BIZOŃ,1304
DANIELEWICZ,1304
ŁUKASZUK,1303
MAGDZIARZ,1303
WĄDOŁOWSKI,1303
MATUŁA,1302
STACHYRA,1302
DOROSZ,1301
GACA,1301
KOLIŃSKI,1301
MURZYN,1300
NIEDŹWIEDZKI,1300
SIELSKI,1300
SZYMKIEWICZ,1300
RYDZ,1299
SKAWIŃSKI,1298
DZIUBIŃSKI,1297
OLSZOWY,1297
SOKALSKI,1297
WOŁEK,1297
GRAJEWSKI,1296
CYBULA,1295
GUZY,1294
FIJOŁEK,1293
SŁOMA,1292
WOCH,1290
BAJ,1289
KLIMKOWSKI,1289
LIZAK,1289
MAŁKIEWICZ,1289
KONDRATIUK,1288
KRYSIŃSKI,1288
PUDEŁKO,1288
CIECIERSKI,1287
GOŚCINIAK,1287
RADZIEJEWSKI,1285
BŁOCH,1284
JAWOREK,1284
PAŁCZYŃSKI,1284
RYGIELSKI,1284
STRÓŻYK,1284
GAIK,1283
MIKRUT,1283
POTRYKUS,1283
MAŚLAK,1281
GĘBKA,1280
GRUCHAŁA,1280
KALATA,1280
SKÓRKA,1280
SYDORENKO,1280
PSZCZÓŁKOWSKI,1279
STĘPIŃSKI,1278
FIC,1277
MATYS,1277
PAROL,1277
GREŃ,1276
LATOS,1276
ŚMIGIEL,1276
WYKA,1276
MAZGAJ,1275
PELCZAR,1275
GRZĘDA,1273
KARCZMARCZYK,1273
SIEKIERSKI,1273
CZOPEK,1272
DOBEK,1272
HAWRYLUK,1272
MICHTA,1272
TYBURSKI,1272
OCZKOWSKI,1271
FURMANEK,1270
ARCISZEWSKI,1269
PRUSZYŃSKI,1269
REKOWSKI,1269
GROMADZKI,1268
WALASZEK,1268
CZERSKI,1267
KOŹLIK,1267
KUMOR,1266
SURMACZ,1266
KŁYS,1265
LAZAR,1265
JANECZKO,1263
JAROSZEK,1263
JAROSZEWICZ,1263
KHARCHENKO,1263
KURZYŃSKI,1263
WOJTKIEWICZ,1263
BIEGUN,1261
PROKOPIUK,1261
BACH,1260
POTOCZNY,1259
BARTYZEL,1258
SŁUPSKI,1258
BRZYSKI,1257
KUĆ,1257
PADUCH,1257
RADOŃ,1257
WALTER,1257
KABAT,1256
BUCZAK,1255
KOLANO,1255
RYCHTER,1255
STOPKA,1255
GAŁEK,1254
GRZANKA,1254
STANIEK,1254
CHABOWSKI,1253
KULCZYŃSKI,1253
PŁOŃSKI,1253
RUTKA,1252
BABICZ,1251
NOGAJ,1251
POMORSKI,1251
ROSÓŁ,1251
BONK,1250
GALA,1250
JUSZKIEWICZ,1250
PASTUSZAK,1250
NAKONIECZNY,1249
BAZAN,1248
OCHOCKI,1248
BARSKI,1247
GALUS,1247
SOSZYŃSKI,1247
KOTULA,1246
PALUSZKIEWICZ,1246
BŁASZKOWSKI,1244
CIURA,1244
KOHUT,1244
PALA,1243
DOLECKI,1242
SKÓRSKI,1242
FIEDOROWICZ,1241
POWROŹNIK,1241
RAJSKI,1241
ŁUNIEWSKI,1240
SIECZKA,1240
VOLKOV,1240
JANOTA,1239
KUBAT,1239
MIGAS,1239
ŁABĘDZKI,1238
ŻYŁKA,1238
ADAMOWSKI,1237
KHAN,1237
PATEL,1237
TARCZYŃSKI,1235
SIEK,1234
KONEFAŁ,1233
KWIEK,1233
WENCEL,1233
KLECHA,1231
CEGLAREK,1230
DRZYMAŁA,1230
TKOCZ,1230
KUBERA,1229
DANYLIUK,1228
NAWARA,1228
SZABŁOWSKI,1227
BISKUPSKI,1226
KARPIUK,1226
MARCISZ,1226
GURGUL,1225
BUCKI,1224
DUDZIC,1224
KARDAS,1224
ŁOPATA,1224
REK,1224
SZYMONIAK,1223
KIJAK,1222
TREDER,1222
GÓRAK,1221
GRADOWSKI,1220
SOBIESKI,1220
GŁĘBOCKI,1219
SMOLAK,1219
WOŹNICZKA,1219
CHEN,1218
FIGURSKI,1218
HOPPE,1218
PRZYBYŁOWSKI,1218
WEISS,1218
JASZCZAK,1217
MARCHLEWSKI,1217
NIZIOŁ,1217
WISZOWATY,1217
ZACHARSKI,1217
GARBOWSKI,1216
KONKEL,1216
KUBIŚ,1216
CZARNIECKI,1215
BAKALARZ,1213
CIBOROWSKI,1213
CIUPA,1213
KASPERCZYK,1213
MASTERNAK,1213
BRZOSTOWSKI,1212
SIDOROWICZ,1212
WIERCIŃSKI,1212
ZIEMIŃSKI,1212
DOMBROWSKI,1211
FOLTYN,1211
BILOUS,1210
BĄCZYK,1209
DURKA,1209
MACIOŁEK,1209
RACZEK,1209
BANASZCZYK,1208
KONARZEWSKI,1208
RÓŻALSKI,1208
SOLIŃSKI,1208
WRZESZCZ,1208
ZAPART,1208
IDZIK,1207
STAŃKO,1207
ŚWIĘCH,1207
GRZYWA,1206
KARDASZ,1206
KURAS,1206
SMOLARCZYK,1206
BERGER,1204
KOCJAN,1204
PAŹDZIOR,1204
POPOVYCH,1204
BRODZIŃSKI,1203
LEHMANN,1203
MRZYGŁÓD,1203
RUSZCZYK,1203
WAJS,1203
KOPAŃSKI,1202
RAJEWSKI,1202
MAZUROWSKI,1201
SITKOWSKI,1201
JAROMIN,1200
KARPENKO,1200
STRUGAŁA,1200
KUPKA,1199
SKRODZKI,1199
